batteryHealth;binId;binStatus;currentFillLevel;latLong;timesTamp
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-09 15:00:19
95;CleanFLEX-FB2000002008AC20;Half Full;54;-33.920372,151.257036;2021-10-09 15:00:19
95;CleanFLEX-FB2000002005AB66;Half Full;55;-33.920944,151.257001;2021-10-09 15:00:19
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-09 15:00:19
95;CleanFLEX-FB2000002005AB64;Full;74;-33.920816,151.257022;2021-10-09 15:00:19
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-09 15:00:19
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-09 15:00:19
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-09 15:00:19
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-09 16:00:06
35;CleanFLEX-FB2000002008AC03;Full;93;-33.918951,151.25847;2021-10-09 16:00:06
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-09 16:00:06
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-09 16:00:06
100;CleanFLEX-FB2000002008AC12;Full;100;-33.919727,151.257213;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB63;Low;0;-33.919505,151.257857;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB67;Low;0;-33.920816,151.257022;2021-10-09 16:00:06
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-10-09 16:00:06
10;CleanFLEX-FB2000002008AC07;Half Full;33;-33.919555,151.258164;2021-10-09 16:00:06
100;CleanFLEX-FB2000002008AC15;Full;91;-33.920358,151.257167;2021-10-09 16:00:06
100;CleanFLEX-FB2000002008AC14;Low;12;-33.920358,151.257167;2021-10-09 16:00:06
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB62;Half Full;33;-33.91947,151.257542;2021-10-09 16:00:06
100;CleanFLEX-FB2000002008AC18;Half Full;58;-33.919555,151.258164;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB70;Low;1;-33.919555,151.258164;2021-10-09 16:00:06
100;CleanFLEX-FB2000002008AC16;Low;26;-33.919477,151.257681;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB65;Low;1;-33.920944,151.257001;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB69;Low;0;-33.920227,151.257692;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB71;Low;0;-33.922367,151.256956;2021-10-09 16:00:06
95;CleanFLEX-FB2000002008AC20;Half Full;54;-33.920372,151.257036;2021-10-09 16:00:06
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-09 16:00:06
35;CleanFLEX-FB2000002008AC00;Full;89;-33.918951,151.25847;2021-10-09 16:00:06
35;CleanFLEX-FB2000002008AC04;Full;74;-33.919505,151.257857;2021-10-09 16:00:06
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-09 16:00:06
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-09 16:00:06
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-09 16:00:06
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB64;Half Full;64;-33.920816,151.257022;2021-10-09 16:00:06
95;CleanFLEX-FB2000002005AB66;Low;0;-33.920944,151.257001;2021-10-09 16:00:06
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-09 17:00:18
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-09 17:00:18
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-09 17:00:18
35;CleanFLEX-FB2000002008AC03;Full;93;-33.918951,151.25847;2021-10-09 17:00:18
100;CleanFLEX-FB2000002008AC12;Full;100;-33.919727,151.257213;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB63;Low;0;-33.919505,151.257857;2021-10-09 17:00:18
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB67;Low;0;-33.920816,151.257022;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-09 17:00:18
100;CleanFLEX-FB2000002008AC15;Full;91;-33.920358,151.257167;2021-10-09 17:00:18
100;CleanFLEX-FB2000002008AC18;Half Full;58;-33.919555,151.258164;2021-10-09 17:00:18
10;CleanFLEX-FB2000002008AC07;Half Full;33;-33.919555,151.258164;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB62;Half Full;32;-33.91947,151.257542;2021-10-09 17:00:18
100;CleanFLEX-FB2000002008AC14;Low;12;-33.920358,151.257167;2021-10-09 17:00:18
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-09 17:00:18
100;CleanFLEX-FB2000002008AC16;Low;3;-33.919477,151.257681;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB65;Low;1;-33.920944,151.257001;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB69;Low;0;-33.920227,151.257692;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB70;Low;1;-33.919555,151.258164;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB71;Low;1;-33.922367,151.256956;2021-10-09 17:00:18
35;CleanFLEX-FB2000002008AC00;Full;89;-33.918951,151.25847;2021-10-09 17:00:18
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-09 17:00:18
35;CleanFLEX-FB2000002008AC04;Full;74;-33.919505,151.257857;2021-10-09 17:00:18
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-09 17:00:18
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-09 17:00:18
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-09 17:00:18
95;CleanFLEX-FB2000002008AC20;Half Full;54;-33.920372,151.257036;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB64;Half Full;58;-33.920816,151.257022;2021-10-09 17:00:18
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-09 17:00:18
95;CleanFLEX-FB2000002005AB66;Low;2;-33.920944,151.257001;2021-10-09 17:00:18
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-09 18:00:06
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-09 18:00:06
35;CleanFLEX-FB2000002008AC03;Full;93;-33.918951,151.25847;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB67;Low;0;-33.920816,151.257022;2021-10-09 18:00:06
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-09 18:00:06
100;CleanFLEX-FB2000002008AC12;Full;100;-33.919727,151.257213;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB63;Low;0;-33.919505,151.257857;2021-10-09 18:00:06
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-10-09 18:00:06
10;CleanFLEX-FB2000002008AC07;Half Full;33;-33.919555,151.258164;2021-10-09 18:00:06
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-09 18:00:06
35;CleanFLEX-FB2000002008AC18;Half Full;58;-33.919555,151.258164;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB62;Half Full;33;-33.91947,151.257542;2021-10-09 18:00:06
100;CleanFLEX-FB2000002008AC15;Full;91;-33.920358,151.257167;2021-10-09 18:00:06
100;CleanFLEX-FB2000002008AC14;Low;12;-33.920358,151.257167;2021-10-09 18:00:06
100;CleanFLEX-FB2000002008AC16;Low;3;-33.919477,151.257681;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB65;Low;1;-33.920944,151.257001;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB69;Low;3;-33.920227,151.257692;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB71;Low;1;-33.922367,151.256956;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB70;Low;1;-33.919555,151.258164;2021-10-09 18:00:06
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB64;Half Full;55;-33.920816,151.257022;2021-10-09 18:00:06
35;CleanFLEX-FB2000002008AC00;Full;89;-33.918951,151.25847;2021-10-09 18:00:06
35;CleanFLEX-FB2000002008AC04;Full;74;-33.919505,151.257857;2021-10-09 18:00:06
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-09 18:00:06
95;CleanFLEX-FB2000002008AC20;Low;9;-33.920372,151.257036;2021-10-09 18:00:06
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-09 18:00:06
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-09 18:00:06
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-09 18:00:06
95;CleanFLEX-FB2000002005AB66;Low;4;-33.920944,151.257001;2021-10-09 18:00:06
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-09 19:00:14
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-09 19:00:14
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-09 19:00:14
95;CleanFLEX-FB2000002008AC03;Low;11;-33.918951,151.25847;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB67;Low;0;-33.920816,151.257022;2021-10-09 19:00:14
100;CleanFLEX-FB2000002008AC12;Low;3;-33.919727,151.257213;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB63;Low;0;-33.919505,151.257857;2021-10-09 19:00:14
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-10-09 19:00:14
10;CleanFLEX-FB2000002008AC07;Half Full;33;-33.919555,151.258164;2021-10-09 19:00:14
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB70;Low;2;-33.919555,151.258164;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB69;Low;6;-33.920227,151.257692;2021-10-09 19:00:14
35;CleanFLEX-FB2000002008AC18;Half Full;58;-33.919555,151.258164;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB62;Half Full;32;-33.91947,151.257542;2021-10-09 19:00:14
100;CleanFLEX-FB2000002008AC15;Full;91;-33.920358,151.257167;2021-10-09 19:00:14
100;CleanFLEX-FB2000002008AC14;Low;12;-33.920358,151.257167;2021-10-09 19:00:14
100;CleanFLEX-FB2000002008AC16;Low;3;-33.919477,151.257681;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB65;Low;1;-33.920944,151.257001;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB71;Low;1;-33.922367,151.256956;2021-10-09 19:00:14
35;CleanFLEX-FB2000002008AC00;Full;89;-33.918951,151.25847;2021-10-09 19:00:14
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-09 19:00:14
35;CleanFLEX-FB2000002008AC04;Full;74;-33.919505,151.257857;2021-10-09 19:00:14
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-09 19:00:14
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB64;Half Full;49;-33.920816,151.257022;2021-10-09 19:00:14
95;CleanFLEX-FB2000002008AC20;Low;9;-33.920372,151.257036;2021-10-09 19:00:14
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-09 19:00:14
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-09 19:00:14
95;CleanFLEX-FB2000002005AB66;Low;4;-33.920944,151.257001;2021-10-09 19:00:14
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-09 20:00:04
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-09 20:00:04
95;CleanFLEX-FB2000002008AC03;Low;11;-33.918951,151.25847;2021-10-09 20:00:04
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-09 20:00:04
100;CleanFLEX-FB2000002008AC12;Low;3;-33.919727,151.257213;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB63;Low;0;-33.919505,151.257857;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB67;Low;0;-33.920816,151.257022;2021-10-09 20:00:04
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-10-09 20:00:04
100;CleanFLEX-FB2000002008AC15;Full;91;-33.920358,151.257167;2021-10-09 20:00:04
100;CleanFLEX-FB2000002008AC16;Low;3;-33.919477,151.257681;2021-10-09 20:00:04
10;CleanFLEX-FB2000002008AC07;Half Full;33;-33.919555,151.258164;2021-10-09 20:00:04
100;CleanFLEX-FB2000002008AC14;Low;12;-33.920358,151.257167;2021-10-09 20:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB69;Low;6;-33.920227,151.257692;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB70;Low;5;-33.919555,151.258164;2021-10-09 20:00:04
35;CleanFLEX-FB2000002008AC18;Half Full;58;-33.919555,151.258164;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB62;Half Full;31;-33.91947,151.257542;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB65;Low;5;-33.920944,151.257001;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB71;Low;2;-33.922367,151.256956;2021-10-09 20:00:04
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-09 20:00:04
35;CleanFLEX-FB2000002008AC00;Full;89;-33.918951,151.25847;2021-10-09 20:00:04
35;CleanFLEX-FB2000002008AC04;Full;74;-33.919505,151.257857;2021-10-09 20:00:04
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-09 20:00:04
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-09 20:00:04
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB64;Half Full;50;-33.920816,151.257022;2021-10-09 20:00:04
95;CleanFLEX-FB2000002008AC20;Low;9;-33.920372,151.257036;2021-10-09 20:00:04
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-09 20:00:04
95;CleanFLEX-FB2000002005AB66;Low;5;-33.920944,151.257001;2021-10-09 20:00:04
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-09 21:00:06
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-09 21:00:06
95;CleanFLEX-FB2000002008AC03;Low;11;-33.918951,151.25847;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB67;Low;2;-33.920816,151.257022;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-09 21:00:06
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-09 21:00:06
100;CleanFLEX-FB2000002008AC12;Low;3;-33.919727,151.257213;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB63;Low;0;-33.919505,151.257857;2021-10-09 21:00:06
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-10-09 21:00:06
10;CleanFLEX-FB2000002008AC07;Half Full;33;-33.919555,151.258164;2021-10-09 21:00:06
100;CleanFLEX-FB2000002008AC15;Full;91;-33.920358,151.257167;2021-10-09 21:00:06
100;CleanFLEX-FB2000002008AC14;Low;12;-33.920358,151.257167;2021-10-09 21:00:06
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-09 21:00:06
100;CleanFLEX-FB2000002008AC16;Low;3;-33.919477,151.257681;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB69;Low;10;-33.920227,151.257692;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB70;Low;7;-33.919555,151.258164;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB62;Half Full;30;-33.91947,151.257542;2021-10-09 21:00:06
95;CleanFLEX-FB2000002008AC18;Low;27;-33.919555,151.258164;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB65;Low;7;-33.920944,151.257001;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB71;Low;3;-33.922367,151.256956;2021-10-09 21:00:06
35;CleanFLEX-FB2000002008AC00;Full;89;-33.918951,151.25847;2021-10-09 21:00:06
35;CleanFLEX-FB2000002008AC04;Full;74;-33.919505,151.257857;2021-10-09 21:00:06
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-09 21:00:06
95;CleanFLEX-FB2000002008AC20;Low;9;-33.920372,151.257036;2021-10-09 21:00:06
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB64;Half Full;52;-33.920816,151.257022;2021-10-09 21:00:06
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-09 21:00:06
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-09 21:00:06
95;CleanFLEX-FB2000002005AB66;Low;7;-33.920944,151.257001;2021-10-09 21:00:06
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-09 21:00:06
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-09 22:00:06
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-09 22:00:06
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-09 22:00:06
100;CleanFLEX-FB2000002008AC12;Low;3;-33.919727,151.257213;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-09 22:00:06
10;CleanFLEX-FB2000002008AC03;Low;11;-33.918951,151.25847;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB63;Low;0;-33.919505,151.257857;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB67;Low;7;-33.920816,151.257022;2021-10-09 22:00:06
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-10-09 22:00:06
35;CleanFLEX-FB2000002008AC18;Low;27;-33.919555,151.258164;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB69;Low;16;-33.920227,151.257692;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB70;Low;11;-33.919555,151.258164;2021-10-09 22:00:06
100;CleanFLEX-FB2000002008AC14;Half Full;30;-33.920358,151.257167;2021-10-09 22:00:06
10;CleanFLEX-FB2000002008AC07;Half Full;33;-33.919555,151.258164;2021-10-09 22:00:06
100;CleanFLEX-FB2000002008AC15;Full;91;-33.920358,151.257167;2021-10-09 22:00:06
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-09 22:00:06
100;CleanFLEX-FB2000002008AC16;Low;3;-33.919477,151.257681;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB65;Low;9;-33.920944,151.257001;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB62;Low;29;-33.91947,151.257542;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB71;Low;6;-33.922367,151.256956;2021-10-09 22:00:06
35;CleanFLEX-FB2000002008AC00;Full;89;-33.918951,151.25847;2021-10-09 22:00:06
35;CleanFLEX-FB2000002008AC04;Full;74;-33.919505,151.257857;2021-10-09 22:00:06
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-09 22:00:06
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-09 22:00:06
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB64;Half Full;53;-33.920816,151.257022;2021-10-09 22:00:06
95;CleanFLEX-FB2000002008AC20;Low;9;-33.920372,151.257036;2021-10-09 22:00:06
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-09 22:00:06
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-09 22:00:06
95;CleanFLEX-FB2000002005AB66;Low;9;-33.920944,151.257001;2021-10-09 22:00:06
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-09 23:00:04
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-09 23:00:04
10;CleanFLEX-FB2000002008AC03;Low;11;-33.918951,151.25847;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-09 23:00:04
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-09 23:00:04
100;CleanFLEX-FB2000002008AC12;Low;3;-33.919727,151.257213;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB67;Low;11;-33.920816,151.257022;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB63;Low;0;-33.919505,151.257857;2021-10-09 23:00:04
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-10-09 23:00:04
10;CleanFLEX-FB2000002008AC07;Half Full;33;-33.919555,151.258164;2021-10-09 23:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-09 23:00:04
100;CleanFLEX-FB2000002008AC14;Half Full;30;-33.920358,151.257167;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB62;Half Full;30;-33.91947,151.257542;2021-10-09 23:00:04
100;CleanFLEX-FB2000002008AC15;Full;91;-33.920358,151.257167;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB70;Low;14;-33.919555,151.258164;2021-10-09 23:00:04
100;CleanFLEX-FB2000002008AC16;Low;3;-33.919477,151.257681;2021-10-09 23:00:04
35;CleanFLEX-FB2000002008AC18;Low;27;-33.919555,151.258164;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB65;Low;9;-33.920944,151.257001;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB69;Low;20;-33.920227,151.257692;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB71;Low;9;-33.922367,151.256956;2021-10-09 23:00:04
35;CleanFLEX-FB2000002008AC00;Full;89;-33.918951,151.25847;2021-10-09 23:00:04
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-09 23:00:04
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB64;Half Full;52;-33.920816,151.257022;2021-10-09 23:00:04
35;CleanFLEX-FB2000002008AC04;Full;74;-33.919505,151.257857;2021-10-09 23:00:04
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-09 23:00:04
95;CleanFLEX-FB2000002008AC20;Low;9;-33.920372,151.257036;2021-10-09 23:00:04
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-09 23:00:04
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-09 23:00:04
95;CleanFLEX-FB2000002005AB66;Low;10;-33.920944,151.257001;2021-10-09 23:00:04
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-10 00:00:03
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-10 00:00:03
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-10 00:00:03
10;CleanFLEX-FB2000002008AC03;Low;11;-33.918951,151.25847;2021-10-10 00:00:03
100;CleanFLEX-FB2000002008AC12;Low;3;-33.919727,151.257213;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB67;Low;13;-33.920816,151.257022;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB63;Low;0;-33.919505,151.257857;2021-10-10 00:00:03
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-10-10 00:00:03
10;CleanFLEX-FB2000002008AC07;Half Full;33;-33.919555,151.258164;2021-10-10 00:00:03
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-10 00:00:03
100;CleanFLEX-FB2000002008AC15;Full;91;-33.920358,151.257167;2021-10-10 00:00:03
100;CleanFLEX-FB2000002008AC16;Low;17;-33.919477,151.257681;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB69;Low;22;-33.920227,151.257692;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB70;Low;16;-33.919555,151.258164;2021-10-10 00:00:03
100;CleanFLEX-FB2000002008AC14;Half Full;30;-33.920358,151.257167;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB62;Half Full;31;-33.91947,151.257542;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB65;Low;12;-33.920944,151.257001;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB71;Low;12;-33.922367,151.256956;2021-10-10 00:00:03
35;CleanFLEX-FB2000002008AC18;Low;27;-33.919555,151.258164;2021-10-10 00:00:03
35;CleanFLEX-FB2000002008AC04;Full;74;-33.919505,151.257857;2021-10-10 00:00:03
10;CleanFLEX-FB2000002008AC10;Half Full;36;-33.920227,151.257692;2021-10-10 00:00:03
10;CleanFLEX-FB2000002008AC00;Full;89;-33.918951,151.25847;2021-10-10 00:00:03
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-10 00:00:03
10;CleanFLEX-FB2000002008AC09;Low;10;-33.919135,151.258104;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB64;Half Full;52;-33.920816,151.257022;2021-10-10 00:00:03
95;CleanFLEX-FB2000002008AC20;Low;9;-33.920372,151.257036;2021-10-10 00:00:03
100;CleanFLEX-FB2000002008AC13;Low;23;-33.920034,151.257165;2021-10-10 00:00:03
10;CleanFLEX-FB2000002008AC19;Low;18;-33.920289,151.257056;2021-10-10 00:00:03
95;CleanFLEX-FB2000002005AB66;Low;10;-33.920944,151.257001;2021-10-10 00:00:03
10;CleanFLEX-FB2000002008AC02;Full;100;-33.920227,151.257692;2021-10-10 01:00:06
10;CleanFLEX-FB2000002008AC03;Low;11;-33.918951,151.25847;2021-10-10 01:00:06
10;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-10-10 01:00:06
10;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-10-10 01:00:06
